Address,Price,Bedrooms,Bathrooms,Date Listed,link,Suburb
"8C/97 Shortland Street, City Centre",600.0,1,1,Listed: 08 Sep 2023,/address/auckland/auckland-central/8c-97-shortland-street/B0e5,City Centre
"24L/76-84 Albert Street, City Centre",530.0,2,1,Listed: 08 Sep 2023,/address/auckland/auckland-central/24l-76-albert-street/gJM8K,City Centre
"8C/97 Shortland Street, City Centre",600.0,1,1,Listed: 08 Sep 2023,/address/auckland/auckland-central/8c-97-shortland-street/1GJ4by,City Centre
"1/8 Soljak Place, Mount Albert",630.0,2,1,Listed: 08 Sep 2023,/address/auckland/mount-albert/1-8-soljak-place/2rOOe,Mount Albert
"210 Richmond Road, Grey Lynn",1750.0,6,2,Listed: 08 Sep 2023,/address/auckland/grey-lynn/210-richmond-road/yRbrM,Grey Lynn
"18 Ingram Road, Remuera",900.0,3,1,Listed: 07 Sep 2023,/address/auckland/remuera/18-ingram-road/Rzgr7,Remuera
"28/145 Quay Street, City Centre",590.0,1,1,Listed: 07 Sep 2023,/address/auckland/auckland-central/28-145-quay-street/BDE1E5,City Centre
"6G/18 Federal street, City Centre",550.0,1,1,Listed: 07 Sep 2023,/address/auckland/auckland-central/6g-18-federal-street/pNRpM,City Centre
"16 (Shed 19)/137 Quay street, City Centre",1100.0,2,1,Listed: 07 Sep 2023,/address/auckland/auckland-central/16--shed-19--137-quay-street/DgEYBL,City Centre
"6F/16 Burton Street, Grafton",700.0,2,2,Listed: 06 Sep 2023,/address/auckland/grafton/6f-16-burton-street/DLgVL,Grafton
"Ngahue Drive, Stonefields",870.0,3,2,Listed: 06 Sep 2023,/address/auckland-city/stonefields/0-ngahue-drive/KEJLvD,Stonefields
"17 Wakefield Street, City Centre",615.0,2,2,Listed: 06 Sep 2023,/address/auckland/auckland-central/17-wakefield-street/Y1NEVG,City Centre
"1404/37 Symonds St, Grafton",550.0,2,1,Listed: 06 Sep 2023,/address/auckland/auckland-central/1404-37-symonds-street/A7wvK,Grafton
"208/5 Dundonald Street, Eden Terrace",360.0,1,1,Listed: 06 Sep 2023,/address/auckland/eden-terrace/208-5-dundonald-street/RzwDrq,Eden Terrace
"2/143 May Road, Mount Roskill",650.0,3,1,Listed: 06 Sep 2023,/address/auckland/mount-roskill/2-143-may-road/DoK0,Mount Roskill
"209/5 Dundonald Street, Eden Terrace",440.0,1,1,Listed: 06 Sep 2023,/address/auckland/eden-terrace/209-5-dundonald-street/noaK0g,Eden Terrace
"72 Nelson Street, City Centre",460.0,2,1,Listed: 06 Sep 2023,/address/auckland/auckland-central/72-nelson-street/7azXwM,City Centre
"L2A/8 Upper Queen Street, City Centre",500.0,1,1,Listed: 05 Sep 2023,/address/auckland/auckland-central/2a-8-upper-queen-street/b4ABOY,City Centre
"L2/8 Upper Queen Street, City Centre",450.0,1,1,Listed: 05 Sep 2023,/address/auckland/auckland-central/2-8-upper-queen-street/OY8x5e,City Centre
"L2B/8 Upper Queen Street, City Centre",750.0,2,2,Listed: 05 Sep 2023,/address/auckland/auckland-central/2b-8-upper-queen-street/OY8xwM,City Centre
"28 Wairiki Road, Mount Eden",1400.0,6,2,Listed: 05 Sep 2023,/address/auckland/mount-eden/28-wairiki-road/BBGBk,Mount Eden
"22D Puriri Ave, Greenlane",850.0,3,2,Listed: 05 Sep 2023,/address/auckland/greenlane/22d-puriri-avenue/9JlP7,Greenlane
"1A Harrison Road, Mount Wellington",700.0,3,2,Listed: 05 Sep 2023,/address/auckland/mount-wellington/1-harrison-road/XQXJgJ,Mount Wellington
"309/10 Flower Street, Eden Terrace",500.0,2,1,Listed: 05 Sep 2023,/address/auckland/eden-terrace/309-10-flower-street/DrVj2,Eden Terrace
"8A Brookland Place, Remuera",1300.0,4,2,Listed: 05 Sep 2023,/address/auckland/remuera/8a-brookland-place/obLgB,Remuera
"6/960 New North Road, Mount Albert",650.0,3,1,Listed: 05 Sep 2023,/address/auckland/mount-albert/6-960-new-north-road/ML28X5,Mount Albert
"1/8 Otahuri Crescent, Greenlane",740.0,3,2,Listed: 04 Sep 2023,/address/auckland/greenlane/1-8-otahuri-crescent/aBrvn,Greenlane
"201/43 Anzac Avenue, City Centre",1100.0,5,2,Listed: 04 Sep 2023,/address/auckland/auckland-central/201-43-anzac-avenue/RzJXw7,City Centre
"240a New Windsor Rd, New Windsor",725.0,3,2,Listed: 04 Sep 2023,/address/auckland/new-windsor/240-new-windsor-road/4v8oDM,New Windsor
"4/13 Rahiri Road, Mount Eden",495.0,1,1,Listed: 04 Sep 2023,/address/auckland/mount-eden/4-13-rahiri-road/ZQPp,Mount Eden
"4A Moata Road, One Tree Hill",1250.0,5,3,Listed: 04 Sep 2023,/address/auckland/one-tree-hill/4a-moata-road/x7Y2G,One Tree Hill
"78 Shelly Beach Road, Saint Marys Bay",1395.0,3,2,Listed: 04 Sep 2023,/address/auckland/saint-marys-bay/78-shelly-beach-road/RpAq,Saint Marys Bay
"906/147 Victoria Street, City Centre",830.0,2,2,Listed: 04 Sep 2023,/address/auckland/auckland-central/906-147-victoria-street-west/GpaV1,City Centre
"810/152 Hobson St, City Centre",750.0,2,2,Listed: 04 Sep 2023,/address/auckland/auckland-central/810-152-hobson-street/qYNM,City Centre
"3703/10 Commerce Street, City Centre",1500.0,3,2,Listed: 02 Sep 2023,/address/auckland/auckland-central/3703-10-commerce-street/NZky7,City Centre
"204/15-31 Wellesley Street, City Centre",460.0,1,1,Listed: 01 Sep 2023,/address/auckland/auckland-central/204-15-wellesley-street-west/en0QqJ,City Centre
"221/15-31 Wellesley Street, City Centre",465.0,1,1,Listed: 01 Sep 2023,/address/auckland/auckland-central/221-15-wellesley-street-west/q8oPLM,City Centre
"5B/32 Crescent, City Centre",440.0,1,1,Listed: 01 Sep 2023,/address/auckland/auckland-central/5b-32-eden-crescent/enEWK,City Centre
"Lot 5/24 Pah Road, Epsom",1350.0,4,3,Listed: 01 Sep 2023,/address/auckland/epsom/5-24-pah-road/KYoylE,Epsom
"G01/45 Union Street, City Centre",700.0,2,1,Listed: 01 Sep 2023,/address/auckland/auckland-central/g01-45-union-street/P2DPG,City Centre
"88 Kohimarama, Kohimarama",1200.0,4,3,Listed: 01 Sep 2023,/address/auckland/kohimarama/88-kohimarama-road/bLAMz,Kohimarama
"24C Rockfield Road, Ellerslie",1300.0,5,3,Listed: 01 Sep 2023,/address/auckland/ellerslie/24c-rockfield-road/AoVG,Ellerslie
"8 Bracken Ave, Epsom",1800.0,5,3,Listed: 01 Sep 2023,/address/auckland/epsom/8-bracken-avenue/4vL08,Epsom
"26E Windmill Road, Epsom",500.0,1,1,Listed: 01 Sep 2023,/address/auckland/mount-eden/5-26-windmill-road/bVY7l,Epsom
"430 Queen Street, City Centre",510.0,2,1,Listed: 31 Aug 2023,/address/auckland/auckland-central/430-queen-st/z09B,City Centre
"14 Apihai Street, Orakei",405.0,1,1,Listed: 31 Aug 2023,/address/auckland/orakei/14-apihai-street/LL7N,Orakei
"12A/113 Vincent Street, City Centre",400.0,1,1,Listed: 31 Aug 2023,/address/auckland/auckland-central/12a-113-vincent-street/k9Rjv,City Centre
"37D Greenlane East, Remuera",1200.0,4,3,Listed: 31 Aug 2023,/address/auckland-city/remuera/0-greenlane-east/QXNRkE,Remuera
"2C/31 Scanlan Street, Grey Lynn",750.0,2,2,Listed: 31 Aug 2023,/address/auckland/grey-lynn/2c-31-scanlan-street/W8ryL,Grey Lynn
"72 Nelson Street, City Centre",385.0,1,1,Listed: 31 Aug 2023,/address/auckland/auckland-central/72-nelson-street/K7B0Px,City Centre
"4 Ranier Street, Ellerslie",700.0,2,1,Listed: 30 Aug 2023,/address/auckland/ellerslie/4-ranier-street/RXQxY,Ellerslie
"7/22 Oak Street, Royal Oak",320.0,1,1,Listed: 30 Aug 2023,/address/auckland/royal-oak/7-22-oak-street/pZa8O,Royal Oak
"8/147 Quay Street, City Centre",775.0,1,1,Listed: 30 Aug 2023,/address/auckland/auckland-central/8-147-quay-street/YapM77,City Centre
"812/85 Wakefield Street, City Centre",480.0,1,2,Listed: 30 Aug 2023,/address/auckland/auckland-central/812-85-wakefield-street/VgYxW,City Centre
"21 Parawai Crescent, Ponsonby",925.0,3,1,Listed: 29 Aug 2023,/address/auckland/ponsonby/21-parawai-crescent/eV28W,Ponsonby
"22B Aberfoyle Street, Epsom",1300.0,4,3,Listed: 29 Aug 2023,/address/auckland/epsom/22b-aberfoyle-street/Dr10Mv,Epsom
"1108/9 Princes Street, City Centre",1650.0,2,2,Listed: 29 Aug 2023,/address/auckland/auckland-central/1108-9-princes-street/lO4ze,City Centre
"4 Dockside Lane, City Centre",745.0,2,1,Listed: 29 Aug 2023,/address/auckland/auckland-central/4-dockside-lane/KYveaE,City Centre
"12/36 Marau Cres, Mission Bay",575.0,2,1,Listed: 29 Aug 2023,/address/auckland/mission-bay/12-36-marau-crescent/9lrVQ,Mission Bay
"4/326 Mt Eden Road, Mount Eden",550.0,2,1,Listed: 29 Aug 2023,/address/auckland/mount-eden/4-326-mount-eden-road/DXNaM,Mount Eden
"22 Roseville Street, New Windsor",585.0,3,1,Listed: 29 Aug 2023,/address/auckland/new-windsor/22-roseville-street/Vg2J,New Windsor
"7 Dunkerron Avenue, Epsom",1350.0,4,4,Listed: 29 Aug 2023,/address/auckland/epsom/7-dunkerron-av/WlzB1,Epsom
"7 Dunkerron Avenue, Epsom",1250.0,4,4,Listed: 28 Aug 2023,/address/auckland/epsom/7-dunkerron-avenue/5jNP95,Epsom
"Royal Oak, Auckland City",690.0,3,1,Listed: 28 Aug 2023,/address/auckland/onehunga/3-32-campbell-road/L1Gq,Auckland City
"4#/17 Albert Street, City Centre",350.0,1,3,Listed: 28 Aug 2023,/address/auckland/auckland-central/4--17-albert-street/0WQ7xN,City Centre
"10/5 Orakei Road, Remuera",635.0,1,1,Listed: 28 Aug 2023,/address/auckland/remuera/10-5-orakei-road/vXEJ0,Remuera
"L/4/92 Nelson Street, City Centre",490.0,1,1,Listed: 28 Aug 2023,/address/auckland/auckland-central/l-92-nelson-street/4vDDJM,City Centre
"83 Grand Drive, Remuera",960.0,3,2,Listed: 27 Aug 2023,/address/auckland/remuera/83-grand-drive/DXYrw,Remuera
"2/32 Cardigan Street, Morningside",950.0,3,2,Listed: 27 Aug 2023,/address/western-springs/2-32-cardigan-street/XEVRj,Morningside
"G07/147  Nelson St, City Centre",550.0,2,1,Listed: 27 Aug 2023,/address/auckland/auckland-central/g07-147-nelson-street/XEKgN,City Centre
"30/145 Quay Street, City Centre",535.0,1,1,Listed: 26 Aug 2023,/address/auckland/auckland-central/30-145-quay-street/LjAR90,City Centre
"425/15-31 Wellesley Street West, City Centre",575.0,1,1,Listed: 24 Aug 2023,/address/auckland/auckland-central/425-15-wellesley-street-west/WMzabL,City Centre
"18 Wakefield Street, City Centre",888.0,2,1,Listed: 24 Aug 2023,/address/auckland/auckland-central/18-wakefield-street/N0Aaqg,City Centre
"L6/10 Waterloo Quadrant, City Centre",380.0,1,1,Listed: 24 Aug 2023,/address/auckland/auckland-central/6-10-waterloo-quadrant/GE4BRg,City Centre
"2DB/160 Symonds Street, Eden Terrace",460.0,1,1,Listed: 24 Aug 2023,/address/auckland/eden-terrace/2db-160-symonds-street/gJQa9B,Eden Terrace
"1601/1 Greys Avenue, City Centre",1350.0,2,2,Listed: 23 Aug 2023,/address/auckland/auckland-central/1601-1-greys-avenue/vX1YoX,City Centre
"1/9 Wootton Road, Remuera",610.0,1,1,Listed: 23 Aug 2023,/address/auckland/remuera/1-9-wootton-road/zejE,Remuera
"57A Anita Avenue, Mount Roskill",890.0,4,3,Listed: 23 Aug 2023,/address/auckland/mount-roskill/a-57-anita-avenue/512x0,Mount Roskill
"7/118 Grafton Road, Grafton",690.0,3,1,Listed: 22 Aug 2023,/address/auckland/grafton/7-118-grafton-road/DX5D9n,Grafton
"12 Waima Street, Grey Lynn",1500.0,6,2,Listed: 22 Aug 2023,/address/auckland/grey-lynn/12-waima-street/BD0Kq,Grey Lynn
"9G Ramsgate Street, Ellerslie",950.0,3,2,Listed: 22 Aug 2023,/address/auckland/ellerslie/9g-ramsgate-street/EgZZX,Ellerslie
"Studio/31B Carlton Gore Road , Grafton",390.0,1,1,Listed: 22 Aug 2023,/address/auckland/grafton/studio-31b-carlton-gore-road/q89r91,Grafton
"85 Beach Road, City Centre",395.0,1,1,Listed: 22 Aug 2023,/address/auckland/auckland-central/85-beach-road/BjVJr5,City Centre
"32 Swanson Street, City Centre",580.0,2,1,Listed: 21 Aug 2023,/address/auckland/auckland-central/32-swanson-st/GNVvZ,City Centre
"321/26 Te Taou Crescent, City Centre",550.0,3,1,Listed: 21 Aug 2023,/address/auckland/auckland-central/321-26-te-taou-crescent/y0bgE,City Centre
"64/139 Quay Street,",1095.0,2,1,Listed: 21 Aug 2023,/address/auckland-city/city-centre/64-139-quay-street--/bVJyva,
"18 Charlton Avenue, Mount Eden",1850.0,5,4,Listed: 21 Aug 2023,/address/auckland/mount-eden/18-charlton-av/rDeGG,Mount Eden
"142A Gowing Dr , Meadowbank",700.0,3,1,Listed: 21 Aug 2023,/address/auckland/meadowbank/142a-gowing-drive/ajPP5,Meadowbank
"L3/250 Richmond Road, Grey Lynn",500.0,1,1,Listed: 21 Aug 2023,/address/auckland/grey-lynn/3-250-richmond-road/2rKxEJ,Grey Lynn
"76 Albert Street, City Centre",530.0,2,1,Listed: 20 Aug 2023,/address/auckland/auckland-central/76-albert-street/2rBnEe,City Centre
"6 Brookfield Ave, Onehunga",340.0,1,1,Listed: 19 Aug 2023,/address/auckland/onehunga/6-brookfield-avenue/kOBbO,Onehunga
"509A Remuera Road, Remuera",700.0,3,1,Listed: 18 Aug 2023,/address/auckland/remuera/509-remuera-road/ooj4AB,Remuera
"701 Great North Road, Grey Lynn",1250.0,5,2,Listed: 18 Aug 2023,/address/auckland/grey-lynn/701-great-north-road/A74L,Grey Lynn
"143b Mt Albert Road, Mount Albert",890.0,4,2,Listed: 17 Aug 2023,/address/auckland/mount-albert/143b-mount-albert-road/k9W5l,Mount Albert
"1J/444 Great North Road, Grey Lynn",590.0,1,1,Listed: 17 Aug 2023,/address/auckland/grey-lynn/1j-444-great-north-road/WKqOk,Grey Lynn
"L9/72 Nelson Street, City Centre",400.0,1,1,Listed: 17 Aug 2023,/address/auckland/auckland-central/9-72-nelson-street/QjNwNE,City Centre
"10A CORNWALL PARK AVE, Epsom",1350.0,5,3,Listed: 16 Aug 2023,/address/auckland/epsom/10-cornwall-park-avenue/xLBEX5,Epsom
"1E/15 Hopetoun street, City Centre",720.0,2,1,Listed: 15 Aug 2023,/address/auckland/freemans-bay/1e-15-hopetoun-street/ajGW7w,City Centre
"4/3 Eden Crescent, City Centre",700.0,2,1,Listed: 14 Aug 2023,/address/auckland/auckland-central/4-3-eden-crescent/W8blq,City Centre
"5AL/14 Waterloo Quadrant , City Centre",750.0,2,2,Listed: 10 Aug 2023,/address/auckland/auckland-central/5al-14-waterloo-quadrant/RgNbB1,City Centre
"Saint Marys Bay, Auckland City",3995.0,5,6,Listed: 09 Aug 2023,/address/auckland-city/saint-marys-bay/0/JMgg7O,Auckland City
"22 King Edward Parade, Devonport",770.0,2,1,Listed: 09 Aug 2023,/address/auckland/devonport/22-king-edward-parade/gVpVD,Devonport
"Lvl 11/8 Airedale St--On Sat 30th Sep at 4:10-4:30pm, City Centre",440.0,1,1,Listed: 08 Aug 2023,/address/auckland-city/city-centre/lvl-11-8-airedale-st--on-sat-30th-sep-at-4-10-4-30pm/bVDwqa,City Centre
"35B Wallace Street, Herne Bay",1500.0,4,2,Listed: 08 Aug 2023,/address/auckland/herne-bay/35b-wallace-street/aByOe,Herne Bay
"231 Manukau Rd, Epsom",530.0,2,1,Listed: 08 Aug 2023,/address/auckland/epsom/231-manukau-road/vXjxaP,Epsom
"25 Sentinel Road, Herne Bay",1450.0,4,1,Listed: 07 Aug 2023,/address/auckland/herne-bay/25-sentinel-road/gNEZ9,Herne Bay
"42a Glanville Terrace, Parnell",2300.0,3,2,Listed: 04 Aug 2023,/address/auckland/parnell/a-42-glanville-terrace/Vg4wl,Parnell
"Arabi Street, Sandringham",280.0,1,1,Listed: 03 Aug 2023,/address/auckland-city/sandringham/0-arabi-street/WMKYvL,Sandringham
"48 Ti Kouka Lane, Sandringham",925.0,4,2,Listed: 03 Aug 2023,/address/auckland/sandringham/48-ti-kouka-la/b1wZ2,Sandringham
"43/139 Quay Street, City Centre",595.0,1,1,Listed: 03 Aug 2023,/address/auckland/auckland-central/43-139-quay-street/kOrezW,City Centre
"69 Grand Drive, Remuera",865.0,4,1,Listed: 02 Aug 2023,/address/auckland/remuera/69-grand-drive/Qa75,Remuera
"108/3 Basque Road, Eden Terrace",380.0,1,1,Listed: 01 Aug 2023,/address/auckland/eden-terrace/108-3-basque-road/gJALAQ,Eden Terrace
"8 Hereford Street, Freemans Bay",655.0,1,1,Listed: 01 Aug 2023,/address/auckland/freemans-bay/8-hereford-street/Z9xYzL,Freemans Bay
"2/698 Mt Albert Road, Royal Oak",650.0,2,1,Listed: 31 Jul 2023,/address/auckland/royal-oak/2-698-mount-albert-road/OGLDN,Royal Oak
"72 Nelson Street, City Centre",375.0,2,1,Listed: 31 Jul 2023,/address/auckland/auckland-central/72-nelson-street/z4XpMB,City Centre
"1/35 Brown Street, Ponsonby",1000.0,4,1,Listed: 31 Jul 2023,/address/auckland/ponsonby/1-35-brown-street/51OO4X,Ponsonby
"31 Day Street, City Centre",695.0,1,1,Listed: 30 Jul 2023,/address/auckland/auckland-central/31-day-street/yPAEMW,City Centre
"10/277 Mt Eden Road, Mount Eden",690.0,3,1,Listed: 28 Jul 2023,/address/auckland/mount-eden/10-277-mount-eden-road/Zenv,Mount Eden
"3/91 Sarsfield Street, Herne Bay",850.0,3,1,Listed: 28 Jul 2023,/address/auckland/herne-bay/3-91-sarsfield-street/7NypeE,Herne Bay
"14 Keystone Avenue, Mount Roskill",1300.0,5,2,Listed: 28 Jul 2023,/address/auckland/mount-roskill/14-keystone-avenue/YORGYP,Mount Roskill
"811/106 Vincent St, City Centre",480.0,1,1,Listed: 27 Jul 2023,/address/auckland/auckland-central/811-106-vincent-street/vlW5O,City Centre
"956 Dominion Road, Mount Roskill",700.0,1,1,Listed: 27 Jul 2023,/address/auckland/mount-roskill/956-dominion-road/gAergN,Mount Roskill
"4A/21 Hargreaves Street, City Centre",695.0,2,1,Listed: 27 Jul 2023,/address/auckland/auckland-central/4a-21-hargreaves-street/KErjQ,City Centre
"8 Whitaker Place, Grafton",925.0,2,2,Listed: 26 Jul 2023,/address/auckland/grafton/8-whitaker-pl/V2E07,Grafton
"12/59 View Road, Mount Eden",320.0,1,1,Listed: 26 Jul 2023,/address/auckland/mount-albert/12-59-range-view-road/yQBgQK,Mount Eden
"40AJ Monteith Crescent, Remuera",980.0,4,2,Listed: 26 Jul 2023,/address/auckland/remuera/40-monteith-crescent/DroVZL,Remuera
"1/65 Selwyn Avenue, Mission Bay",780.0,3,1,Listed: 25 Jul 2023,/address/auckland/mission-bay/1-65-selwyn-avenue/wVxW1Z,Mission Bay
"2/16 Atkin Avenue, Mission Bay",1100.0,3,1,Listed: 25 Jul 2023,/address/auckland/mission-bay/2-16-atkin-avenue/GZvoB,Mission Bay
"15 Sadgrove Terrace, Mount Albert",1100.0,5,2,Listed: 25 Jul 2023,/address/auckland/mount-albert/15-sadgrove-terrace/Lkrb9,Mount Albert
"Greenlane, Auckland City",1150.0,4,3,Listed: 25 Jul 2023,/address/auckland-city/greenlane/0/2GzVre,Auckland City
"56 Hamilton Road, Herne Bay",1950.0,4,3,Listed: 25 Jul 2023,/address/auckland/herne-bay/56-hamilton-road/7NqoM,Herne Bay
"1A/2 Fisher Point, City Centre",700.0,2,1,Listed: 21 Jul 2023,/address/auckland/auckland-central/1a-2-fisher-point-drive/5jM70,City Centre
"L41/10 Commerce Street, City Centre",1350.0,2,2,Listed: 20 Jul 2023,/address/auckland/auckland-central/41-10-commerce-street/zQMGDE,City Centre
"125 Carrington Road, Point Chevalier",620.0,3,1,Listed: 20 Jul 2023,/address/auckland/point-chevalier/18-125-carrington-road/BD1Lk,Point Chevalier
"125 Carrington Road, Point Chevalier",580.0,2,1,Listed: 20 Jul 2023,/address/auckland/point-chevalier/10-125-carrington-road/QXNKJ,Point Chevalier
"125 Carrington Road, Point Chevalier",720.0,4,1,Listed: 20 Jul 2023,/address/auckland/point-chevalier/28-125-carrington-road/vpqkl,Point Chevalier
"28 Empire Rd, Epsom",1000.0,4,2,Listed: 16 Jul 2023,/address/auckland/epsom/28-empire-road/YOlPV,Epsom
"GF/83 New North Road, Eden Terrace",530.0,1,1,Listed: 12 Jul 2023,/address/auckland/eden-terrace/gf-83-new-north-road/vX49r,Eden Terrace
"10 Upland Road, Remuera",6000.0,6,3,Listed: 05 Jul 2023,/address/auckland/remuera/10-upland-road/WO1W,Remuera
"52A Carlton Gore Road, Grafton",580.0,2,1,Listed: 04 Jul 2023,/address/auckland/grafton/52-carlton-gore-road/JYAY8O,Grafton
"25 Gibraltar Crescent, Parnell",3500.0,3,3,Listed: 03 Jul 2023,/address/auckland/parnell/25-gibraltar-cr/2NRxj,Parnell
"2/14 Richard Farrell Avenue, Remuera",420.0,1,1,Listed: 30 Jun 2023,/address/auckland/remuera/2-14-richard-farrell-avenue/yQGaMe,Remuera
"4V/16 Burton Street, Grafton",670.0,2,1,Listed: 29 Jun 2023,/address/auckland/grafton/4v-16-burton-street/Koyn,Grafton
"1/341 Hillsborough Road, Hillsborough",1000.0,4,3,Listed: 27 Jun 2023,/address/auckland/hillsborough/1-341-hillsborough-road/r9xg,Hillsborough
"6A Bradford Road, Parnell",860.0,2,1,Listed: 26 Jun 2023,/address/auckland-city/parnell/a-6-bradford-road/7N4ez8,Parnell
"161A Portland Road, Remuera",1250.0,5,3,Listed: 24 Jun 2023,/address/auckland/remuera/161a-portland-road/LaKvW,Remuera
"2/651 Manukau Road, Royal Oak",950.0,4,2,Listed: 23 Jun 2023,/address/auckland/royal-oak/2-651-manukau-road/eKgK2,Royal Oak
"37A St Georges Bay Rd, Parnell",1500.0,3,2,Listed: 23 Jun 2023,/address/auckland/parnell/37-st-georges-bay-road/OYQ27w,Parnell
"23/137 Quay Street, City Centre",1295.0,1,1,Listed: 21 Jun 2023,/address/auckland/auckland-cbd/23-137-quay-street/kYY05l,City Centre
"106 Vincent Street, City Centre",480.0,1,1,Listed: 16 Jun 2023,/address/auckland-city/city-centre/106-vincent-street/obalVa,City Centre
"21/39 Pitt Street, City Centre",950.0,3,2,Listed: 15 Jun 2023,/address/auckland/auckland-central/21-39-pitt-street/KMKk,City Centre
"L8/30 Symonds Street, City Centre",450.0,2,1,Listed: 14 Jun 2023,/address/auckland/grafton/8-30-symonds-street/R5xxqy,City Centre
"1/71 Sarsfield Street, Herne Bay",1200.0,3,2,Listed: 13 Jun 2023,/address/auckland/herne-bay/71a-sarsfield-street/bjMwe,Herne Bay
"2A/14 Beaumont Street, City Centre",650.0,1,1,Listed: 13 Jun 2023,/address/auckland/auckland-central/2a-14-beaumont-street/PZGv,City Centre
"401/1 Enfield Street, Mount Eden",750.0,2,2,Listed: 12 Jun 2023,/address/auckland/mount-eden/401-1-enfield-street/ob8AQQ,Mount Eden
"2010/171 Queen Street, City Centre",650.0,1,1,Listed: 11 Jun 2023,/address/auckland/auckland-central/2010-171-queen-street/zxLpQ,City Centre
"4B/21 Hargreaves Street, City Centre",1050.0,3,2,Listed: 09 Jun 2023,/address/auckland/auckland-central/4b-21-hargreaves-street/Mvk1,City Centre
"106B GLADSTONE RD, Parnell",2750.0,4,4,Listed: 29 May 2023,/address/auckland/parnell/106b-gladstone-road/J4krR,Parnell
"20/123 Owens Road, Epsom",640.0,2,1,Listed: 28 May 2023,/address/auckland/epsom/20-123-owens-road/R0DRE,Epsom
"145 Quay Street, City Centre",1800.0,1,1,Listed: 23 May 2023,/address/auckland/auckland-central/145-quay-street/0Wwxj,City Centre
"33/139 Quay Street, City Centre",825.0,1,1,Listed: 21 May 2023,/address/auckland/auckland-cbd/33-139-quay-street/jxOYvD,City Centre
"34 Kingston Street, City Centre",425.0,1,1,Listed: 19 May 2023,/address/auckland/auckland-central/34-kingston-street/xVWR75,City Centre
"86 Selwyn Avenue, Mission Bay",2250.0,6,3,Listed: 17 May 2023,/address/auckland/mission-bay/86-selwyn-avenue/la2eO,Mission Bay
"15 Union Street, City Centre",480.0,1,1,Listed: 02 May 2023,/address/auckland/auckland-cbd/15-union-street/owKalQ,City Centre
"139 Quay Street, City Centre",695.0,1,1,Listed: 24 Apr 2023,/address/auckland/auckland-central/139-quay-street/4vDeM,City Centre
"8 Airedale Street, City Centre",500.0,1,1,Listed: 22 Apr 2023,/address/auckland/auckland-cbd/8-airedale-street/eJWGpK,City Centre
"503/41-43 Gillies Avenue, Newmarket",1500.0,3,2,Listed: 19 Apr 2023,/address/auckland/epsom/503-41-gillies-avenue/B9Qk0O,Newmarket
"6E 2 Queen Street, City Centre",1500.0,2,2,Listed: 04 Apr 2023,/address/auckland/auckland-central/6e-2-queen-street/DgZ70,City Centre
"218/223 Greenlane Road West, Epsom",1300.0,2,2,Listed: 04 Apr 2023,/address/auckland-city/epsom/218-223-greenlane-road-west/LoXpO9,Epsom
"1/23 Codrington Crescent, Mission Bay",650.0,2,1,Listed: 03 Apr 2023,/address/auckland/mission-bay/1-23-codrington-crescent/5jJyPR,Mission Bay
"1006/8 Ronayne Street, City Centre",780.0,2,2,Listed: 27 Feb 2023,/address/auckland/auckland-central/1006-8-ronayne-street/xLDjP,City Centre
"31A Rogan Street, Mount Roskill",1100.0,4,4,Listed: 05 Feb 2023,/address/auckland/mount-roskill/31a-rogan-street/eKNyQ,Mount Roskill
"2/24 West End Road, Herne Bay",1795.0,6,2,Listed: 27 Jan 2023,/address/auckland/herne-bay/2-24-west-end-road/Dpr2,Herne Bay
"1 Dovedale Place, Parnell",850.0,3,2,Listed: 25 Jan 2023,/address/auckland/parnell/1-dovedale-place/8J7Qj,Parnell
"Howe Street, Freemans Bay",1100.0,3,2,Listed: 24 Jan 2023,/address/auckland-city/freemans-bay/0-howe-street/vpKQbP,Freemans Bay
"5 Partridge Street, Grey Lynn",380.0,1,1,Listed: 09 Jan 2023,/address/auckland/grey-lynn/5-partridge-street/YZA4P,Grey Lynn
"147-149 Victoria Street, City Centre",900.0,2,2,Listed: 26 Dec 2022,/address/auckland-city/city-centre/0-victoria-street/NKzGlk,City Centre
"52A Parau Street, Mount Roskill",425.0,1,1,Listed: 08 Dec 2022,/address/auckland/mount-roskill/52-parau-street/0nznP9,Mount Roskill
"Furneaux Way, Remuera",1000.0,2,1,Listed: 03 Oct 2022,/address/auckland-city/remuera/furneaux-way/XKjWKj,Remuera
"192B Manukau Road, Epsom",370.0,1,1,Listed: 11 Sep 2022,/address/auckland/epsom/196-manukau-road/O0N0w,Epsom
"Epsom, Auckland City",1400.0,4,4,Listed: 08 Aug 2022,/address/auckland-city/epsom/0/9lELQQ,Auckland City
"Mount Eden, Auckland City",500.0,2,1,Listed: 04 Aug 2022,/address/auckland/mount-eden/12-62-grange-road/bAky,Auckland City
"3 Paerimu St, Orakei",900.0,3,2,Listed: 23 May 2022,/address/auckland/orakei/3-paerimu-street/11KWW,Orakei
