Address,Price,Bedrooms,Bathrooms,Date Listed,link,Suburb
"811/76 Wakefield Street, City Centre",550.0,2,1,Listed: 04 Oct 2023,/address/auckland/auckland-central/811-76-wakefield-street/OYqkM,City Centre
"103/406-426 Great North Road, Grey Lynn",800.0,2,2,Listed: 04 Oct 2023,/address/auckland/grey-lynn/103-406-great-north-road/EgbpnK,Grey Lynn
"1906/75 Victoria St West, City Centre",650.0,2,1,Listed: 04 Oct 2023,/address/auckland/auckland-central/75-victoria-street-west/9XKvJ,City Centre
"1/30 Woodside Road, Mount Eden",650.0,2,1,Listed: 04 Oct 2023,/address/auckland/mount-eden/1-30-woodside-road/4vQNk,Mount Eden
"130A Kohimarama Rd, Kohimarama",685.0,2,1,Listed: 04 Oct 2023,/address/auckland/kohimarama/130a-kohimarama-road/EM0Br,Kohimarama
"502 Great North Road, Grey Lynn",700.0,3,1,Listed: 04 Oct 2023,/address/auckland/grey-lynn/502-great-north-road/4llpE,Grey Lynn
"32C Hayr Road, Three Kings",520.0,2,1,Listed: 04 Oct 2023,/address/auckland/three-kings/32-hayr-road/8EbvoZ,Three Kings
"3/12 Tawera Road, Greenlane",1190.0,4,3,Listed: 04 Oct 2023,/address/auckland/greenlane/3-12-tawera-road/gr1yWD,Greenlane
"3D/31 Scanlan Street, Grey Lynn",695.0,2,2,Listed: 04 Oct 2023,/address/auckland/grey-lynn/3d-31-scanlan-street/4RZ4k,Grey Lynn
"2011/11 Liverpool Street , City Centre",400.0,1,1,Listed: 04 Oct 2023,/address/auckland/auckland-central/2011-11-liverpool-street/Pk0RD,City Centre
"5/53A Abbotts Way, Remuera",920.0,4,2,Listed: 04 Oct 2023,/address/auckland/remuera/1-53a-abbotts-way/zEpoz,Remuera
"Carpark 10/6 Whitaker Place , City Centre",80.0,1,1,Listed: 04 Oct 2023,/address/auckland/grafton/carpark-10-6-whitaker-place/rD1Qvg,City Centre
"1104/7 Scotia Place, City Centre",530.0,1,1,Listed: 04 Oct 2023,/address/auckland/auckland-central/1104-7-scotia-place/02ORj,City Centre
"2/38 Seaview Road, Remuera",640.0,1,1,Listed: 04 Oct 2023,/address/auckland/remuera/2-38-seaview-road/LrJ0,Remuera
"41B Budgen Street, Mount Roskill",440.0,1,1,Listed: 04 Oct 2023,/address/auckland/mount-roskill/41-budgen-street/gr1Wq0,Mount Roskill
"3/44 Owens Road, Epsom",630.0,2,1,Listed: 04 Oct 2023,/address/auckland/epsom/3-44-owens-road/NKzPJ,Epsom
"66 Wanganui Avenue  (Fully furnished), Herne Bay",1900.0,4,2,Listed: 04 Oct 2023,/address/auckland-city/herne-bay/66-wanganui-avenue---fully-furnished-/gr1o7N,Herne Bay
"2/28 Victoria Avenue, Remuera",795.0,2,2,Listed: 04 Oct 2023,/address/auckland/remuera/2-28-victoria-avenue/lwZ0x,Remuera
"1A Hoheria Road, Onehunga",680.0,3,1,Listed: 03 Oct 2023,/address/auckland/onehunga/1a-hoheria-road/GOzoX,Onehunga
"1/173A Portland Road, Remuera",650.0,2,1,Listed: 03 Oct 2023,/address/auckland/remuera/1-173a-portland-road/OYRwgj,Remuera
"41 Kurahaupo Street, Orakei",750.0,2,1,Listed: 03 Oct 2023,/address/auckland/orakei/41-kurahaupo-street/7jAq,Orakei
"26 Eaton road, Hillsborough",850.0,4,2,Listed: 03 Oct 2023,/address/auckland/hillsborough/26-eaton-road/9nD2A,Hillsborough
"1J/99 Customs street west, City Centre",495.0,1,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/1j-99-customs-street-west/eV1zbW,City Centre
"168B Whitney Street, Blockhouse Bay",745.0,3,1,Listed: 03 Oct 2023,/address/auckland/blockhouse-bay/168-whitney-street/ABbNEy,Blockhouse Bay
"87/406 Great North Rd, Grey Lynn",550.0,1,1,Listed: 03 Oct 2023,/address/auckland/grey-lynn/87-406-great-north-road/zD1RxR,Grey Lynn
"3/12 Kipling Avenue, Epsom",830.0,3,2,Listed: 03 Oct 2023,/address/auckland/epsom/3-12-kipling-avenue/EYEb7,Epsom
"22/406 Great North Rd, Grey Lynn",850.0,2,2,Listed: 03 Oct 2023,/address/auckland/grey-lynn/22-406-great-north-road/ABbNwz,Grey Lynn
"36/8 Burgoyne Street, Grey Lynn",820.0,3,2,Listed: 03 Oct 2023,/address/auckland/grey-lynn/36-8-burgoyne-street/1NDrX,Grey Lynn
"168C Whitney Street, Blockhouse Bay",695.0,2,1,Listed: 03 Oct 2023,/address/auckland/blockhouse-bay/168-whitney-street/JbDjqY,Blockhouse Bay
"3/37 Victoria Ave, Remuera",850.0,2,1,Listed: 03 Oct 2023,/address/auckland/remuera/3-37-victoria-avenue/RopZ,Remuera
"807/18 Beach Road, City Centre",600.0,1,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/807-18-beach-road/YO2jw,City Centre
"904/18 Beach Road, City Centre",600.0,1,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/904-18-beach-road/Dgey2,City Centre
"5/118 Grafton Road, Grafton",325.0,1,1,Listed: 03 Oct 2023,/address/auckland/grafton/5-118-grafton-road/1GbYXw,Grafton
"3/4 Rewi Road, Royal Oak",630.0,2,1,Listed: 03 Oct 2023,/address/auckland/royal-oak/3-4-rewi-road/8N7a7,Royal Oak
"37 Nirvana Way, Mount Roskill",750.0,3,2,Listed: 03 Oct 2023,/address/auckland/mount-roskill/37-nirvana-way/0ZyDR,Mount Roskill
"9/121A Selwyn Street, Onehunga",440.0,1,1,Listed: 03 Oct 2023,/address/auckland/onehunga/9-121a-selwyn-street/Mzgb7K,Onehunga
"4D/21 Hargreaves Street, Saint Marys Bay",1300.0,3,2,Listed: 03 Oct 2023,/address/auckland/auckland-central/4d-21-hargreaves-street/12Dy,Saint Marys Bay
"4E/16 Market Place, City Centre",900.0,2,2,Listed: 03 Oct 2023,/address/auckland/auckland-central/4e-16-market-place/0wbAEn,City Centre
"7a Dexter Rd, Mount Eden",1500.0,5,3,Listed: 03 Oct 2023,/address/auckland/mount-eden/7-dexter-avenue/N4MJ74,Mount Eden
"72 Brighton Road, Parnell",1000.0,3,1,Listed: 03 Oct 2023,/address/auckland/parnell/72-brighton-road/ZjlN1,Parnell
"15 Fisher Point Drive, City Centre",900.0,2,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/15-fisher-point-drive/4zyQg,City Centre
"42 Kingsview Road, Mount Eden",1400.0,5,2,Listed: 03 Oct 2023,/address/auckland/mount-eden/42-kingsview-road/ooPJg,Mount Eden
"3E/2 Queen street, City Centre",595.0,2,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/3e-2-queen-street/kOj8O,City Centre
"509/125 Customs street west, City Centre",850.0,2,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/509-125-customs-street-west/Vj9O7,City Centre
"5 Hawkins Street, Meadowbank",850.0,3,1,Listed: 03 Oct 2023,/address/auckland/meadowbank/5-hawkins-street/5VVbX,Meadowbank
"207/79 Halsey Street, City Centre",750.0,1,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/207-79-halsey-street/R5AOP,City Centre
"13/27 Rossmay Terrace, Mount Eden",800.0,2,1,Listed: 03 Oct 2023,/address/auckland/mount-eden/13-27-rossmay-terrace/O0kNY,Mount Eden
"504/43a Gillies Avenue, Newmarket",1150.0,3,2,Listed: 03 Oct 2023,/address/auckland/epsom/504-43a-gillies-avenue/LezrW,Newmarket
"69/406-426 Great North Road, Grey Lynn",900.0,3,2,Listed: 03 Oct 2023,/address/auckland/grey-lynn/69-406-great-north-road/q01RBX,Grey Lynn
"28C Claude Road, Epsom",1190.0,4,3,Listed: 03 Oct 2023,/address/auckland/greenlane/28c-claude-road/pxyE4,Epsom
"206/1 Cobden St, City Centre",520.0,1,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/206-1-cobden-street/Ba9Zk,City Centre
"2/175a Grey Street, Onehunga",560.0,1,1,Listed: 03 Oct 2023,/address/auckland/onehunga/2-175a-grey-street/JbDrv2,Onehunga
"40B Lewis Street, Blockhouse Bay",1080.0,4,3,Listed: 03 Oct 2023,/address/auckland/blockhouse-bay/40-lewis-street/4RbeVE,Blockhouse Bay
"6 Keate Place, Mount Wellington",650.0,3,1,Listed: 03 Oct 2023,/address/auckland/mount-wellington/6-keate-place/wqbD,Mount Wellington
"91 Parau Street, Three Kings",745.0,3,1,Listed: 03 Oct 2023,/address/auckland/mount-roskill/91-parau-street/LjBlV,Three Kings
"9/1 Epsom Avenue, Epsom",640.0,3,1,Listed: 03 Oct 2023,/address/auckland/epsom/9-1-epsom-avenue/21Pq4,Epsom
"1005/22 Nelson Street, City Centre",550.0,1,1,Listed: 03 Oct 2023,/address/auckland/auckland-central/1005-22-nelson-street/8JrX1,City Centre
"3/43 Abbotts Way, Remuera",595.0,2,1,Listed: 03 Oct 2023,/address/auckland/remuera/3-43-abbotts-way/XQBM2,Remuera
"72 Bassett Road, Remuera",1000.0,3,1,Listed: 03 Oct 2023,/address/auckland/remuera/72-bassett-road/J2KlQ,Remuera
"1003/8 Middleton Road, Newmarket",900.0,2,3,Listed: 03 Oct 2023,/address/auckland/remuera/1003-8-middleton-road/2noN,Newmarket
"3/1D Orakau Avenue, Epsom",950.0,2,2,Listed: 02 Oct 2023,/address/auckland/epsom/3-1d-orakau-avenue/noWl9N,Epsom
"7/1D Orakau Avenue, Epsom",1100.0,3,3,Listed: 02 Oct 2023,/address/auckland/epsom/7-1d-orakau-avenue/pLWlJo,Epsom
"614/223A Green Lane West, Epsom",710.0,1,1,Listed: 02 Oct 2023,/address/auckland/epsom/614-223a-green-lane-west/BD5Naq,Epsom
"11D Athens Road, Onehunga",1150.0,4,3,Listed: 02 Oct 2023,/address/auckland/onehunga/11-athens-road/zDWMX2,Onehunga
"514/35 Hobson Street, City Centre",490.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/514-35-hobson-street/P5gr,City Centre
"447A Great North Road, Grey Lynn",650.0,2,1,Listed: 02 Oct 2023,/address/auckland/grey-lynn/447-great-north-road/OY5jnY,Grey Lynn
"54 Arundel Street, Mount Roskill",950.0,4,2,Listed: 02 Oct 2023,/address/auckland/mount-roskill/54-arundel-street/kBvej,Mount Roskill
"72 Nelson Street, City Centre",475.0,2,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/72-nelson-street/4R97jk,City Centre
"402/41 Gillies Avenue, Newmarket",600.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/14a-76-albert-street/1GMjw,Newmarket
"209/223D Green Lane West, Epsom",930.0,2,2,Listed: 02 Oct 2023,/address/auckland/epsom/209-223d-green-lane-west/Jb5erQ,Epsom
"3/149 Church Street, Onehunga",540.0,2,1,Listed: 02 Oct 2023,/address/auckland/onehunga/3-149-church-street/j8JnM,Onehunga
"10/291 Ellerslie-panmure Highway, Mount Wellington",460.0,1,1,Listed: 02 Oct 2023,/address/auckland/mount-wellington/10-291-ellerslie-panmure-highway/krPEan,Mount Wellington
"1/66 Emily Place, City Centre",595.0,2,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/1-66-emily-place/Azkpy,City Centre
"30 Bell Road, Remuera",1350.0,4,3,Listed: 02 Oct 2023,/address/auckland/remuera/30-bell-road/opWQ,Remuera
"16 Allen Johnston Place, Saint Johns",1600.0,5,3,Listed: 02 Oct 2023,/address/auckland/saint-johns/16-allen-johnston-place/pOn02,Saint Johns
"1J/16 Burton Street, Grafton",465.0,1,1,Listed: 02 Oct 2023,/address/auckland/grafton/1j-16-burton-street/RXN7x,Grafton
"41a Armadale, Remuera",950.0,3,2,Listed: 02 Oct 2023,/address/auckland/remuera/41a-armadale-road/rXDJ8,Remuera
"3/18 Mt Smart Road, Royal Oak",570.0,2,1,Listed: 02 Oct 2023,/address/auckland/royal-oak/3-18-mount-smart-road/RzPPpZ,Royal Oak
"7 Eden Crescent, City Centre",500.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/7-eden-crescent/Qj55gY,City Centre
"407/26 Remuera Road, Newmarket",820.0,3,2,Listed: 02 Oct 2023,/address/auckland/newmarket/407-26-remuera-road/5aaa,Newmarket
"4/748 Remuera Road, Remuera",950.0,2,2,Listed: 02 Oct 2023,/address/auckland/remuera/4-748-remuera-road/xLba0O,Remuera
"702/1 Greys Avenue, City Centre",940.0,2,2,Listed: 02 Oct 2023,/address/auckland/auckland-central/702-1-greys-avenue/Y1PJPp,City Centre
"2#/72 Wellesley Street West, City Centre",600.0,2,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/2--72-wellesley-street-west/1GQvow,City Centre
"8/12 Arabi Street, Sandringham",540.0,,,Listed: 02 Oct 2023,/address/auckland/sandringham/8-12-arabi-street/4jAM,Sandringham
"4#/35 Hobson Street, City Centre",420.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/4--35-hobson-street/5jQDlV,City Centre
"103/246 Khyber Pass Rd, Grafton",695.0,2,1,Listed: 02 Oct 2023,/address/auckland/grafton/103-246-khyber-pass-road/q1NRO,Grafton
"C604/176 Broadway, Newmarket",600.0,2,2,Listed: 02 Oct 2023,/address/auckland/newmarket/c604-176-broadway/b4PJZY,Newmarket
"12/67 Sarsfield Street, Herne Bay",700.0,1,1,Listed: 02 Oct 2023,/address/auckland/herne-bay/12-67-sarsfield-street/XKA8J,Herne Bay
"401/7 Scotia Place, City Centre",565.0,2,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/401-7-scotia-place/QzEvx,City Centre
"903/8 Albert Street, City Centre",650.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/903-8-albert-street/K07Qn,City Centre
"70 Sale Street, City Centre",600.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/70-sale-street/8E59G1,City Centre
"4#/72 Nelson Street, City Centre",350.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/4--72-nelson-street/krPbwO,City Centre
"147 Hobson Street, City Centre",480.0,2,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/147-hobson-street/0WJXnN,City Centre
"6B/81  Wakefield Street , City Centre",370.0,1,1,Listed: 02 Oct 2023,/address/auckland/auckland-central/6b-81-wakefield-street/MzjMen,City Centre
"1M/94 Dominion Road, Mount Eden",550.0,,,Listed: 02 Oct 2023,/address/auckland/mount-eden/1m-94-dominion-road/9nnJJ,Mount Eden
"1/37 Upland Road, Remuera",950.0,3,2,Listed: 02 Oct 2023,/address/auckland/remuera/1-37-upland-road/8E5RW1,Remuera
"3B/1 Ophir Street, Grey Lynn",695.0,2,1,Listed: 02 Oct 2023,/address/auckland/grey-lynn/3b-1-ophir-street/gVxpV,Grey Lynn
"31B Somerset Road, Mount Roskill",880.0,4,3,Listed: 02 Oct 2023,/address/auckland/mount-roskill/31b-somerset-road/vE2KX,Mount Roskill
"101 Marua Road, Ellerslie",795.0,3,1,Listed: 02 Oct 2023,/address/auckland/ellerslie/101-marua-road/xMggb,Ellerslie
"302/34 Edwin Street, Mount Eden",1205.0,3,2,Listed: 01 Oct 2023,/address/auckland/mount-eden/302-34-edwin-street/b4gJVy,Mount Eden
"3/90 Remuera Road, Remuera",650.0,1,1,Listed: 30 Sep 2023,/address/auckland/remuera/3-90-remuera-road/ODj91,Remuera
"L4/1 Parliament, City Centre",650.0,2,1,Listed: 30 Sep 2023,/address/auckland-city/city-centre/l4-1-parliament/ZjyyzN,City Centre
"3/889 Mount Eden Road, Mount Eden",745.0,3,1,Listed: 29 Sep 2023,/address/auckland/mount-eden/3-889-mount-eden-road/N47aJ5,Mount Eden
"6/717 Remuera Road, Remuera",730.0,3,1,Listed: 29 Sep 2023,/address/auckland/remuera/6-717-remuera-road/Xo47N,Remuera
"6 Ennismore Road, Mount Albert",850.0,3,1,Listed: 29 Sep 2023,/address/auckland/mount-albert/6-ennismore-road/BDek5,Mount Albert
"9M/36 Day street , City Centre",480.0,2,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/9m-36-day-street/Mo7VY,City Centre
"31 Ngapuhi Road, Remuera",1250.0,4,2,Listed: 29 Sep 2023,/address/auckland/remuera/31-ngapuhi-road/07LN,Remuera
"309/47 Hobson Street, City Centre",670.0,1,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/309-47-hobson-street/gRWD,City Centre
"902A/15 Union Street, City Centre",480.0,1,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/902a-15-union-street/jrBaKx,City Centre
"6H/15 Whitaker Place, City Centre",595.0,3,1,Listed: 29 Sep 2023,/address/auckland/grafton/6h-15-whitaker-place/axOqA,City Centre
"5/65 Mays Road, Onehunga",580.0,2,1,Listed: 29 Sep 2023,/address/auckland/onehunga/5-65-mays-road/QLExJ,Onehunga
"28/59 Sackville Street, Grey Lynn",930.0,3,2,Listed: 29 Sep 2023,/address/auckland/grey-lynn/28-59-sackville-street/A7nwn,Grey Lynn
"314/15-31 Wellesley Street West, City Centre",620.0,2,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/314-15-wellesley-street-west/jrBarW,City Centre
"201/43 Anzac Avenue, City Centre",1100.0,5,2,Listed: 29 Sep 2023,/address/auckland/auckland-central/201-43-anzac-avenue/yQMVQ,City Centre
"16B Wilkie Place, Mount Wellington",740.0,3,1,Listed: 29 Sep 2023,/address/auckland/mount-wellington/16b-wilkie-place/4Oqyl,Mount Wellington
"701/85 Nuffield Street, Newmarket",1200.0,2,2,Listed: 29 Sep 2023,/address/auckland/newmarket/701-85-nuffield-street/wGkzW,Newmarket
"5E Athens Road, Onehunga",950.0,5,2,Listed: 29 Sep 2023,/address/auckland/onehunga/5e-athens-road/MzwpZ,Onehunga
"76 Ronayne Street, Parnell",450.0,1,1,Listed: 29 Sep 2023,/address/auckland/parnell/76-ronayne-street/wxqaZ,Parnell
"121 Ngapuhi Road, Remuera",1200.0,4,2,Listed: 29 Sep 2023,/address/auckland/remuera/121-ngapuhi-road/9B9r7,Remuera
"88A Donovan Street, Blockhouse Bay",875.0,4,2,Listed: 29 Sep 2023,/address/auckland/blockhouse-bay/88a-donovan-street/k9ppP,Blockhouse Bay
"26 Trevola Street, New Windsor",760.0,3,2,Listed: 29 Sep 2023,/address/auckland/new-windsor/26-trevola-street/8J8oj,New Windsor
"114/57 Mahuhu Crescent, City Centre",700.0,2,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/114-57-mahuhu-crescent/QXewE,City Centre
"1602/10 Commerce Street, City Centre",750.0,1,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/1602-10-commerce-street/1EKWp,City Centre
"4A Westwood Terrace, Saint Marys Bay",1850.0,5,2,Listed: 29 Sep 2023,/address/auckland/saint-marys-bay/4a-westwood-terrace/BBnMO,Saint Marys Bay
"9/3 Rocklands Avenue, Mount Eden",530.0,2,1,Listed: 29 Sep 2023,/address/auckland/mount-eden/9-3-rocklands-avenue/jrLKA,Mount Eden
"306/1 Kimiora Street, Three Kings",740.0,2,2,Listed: 29 Sep 2023,/address/auckland/three-kings/306-1-kimiora-street/5VqJK,Three Kings
"7K/36 Day Street, City Centre",630.0,2,1,Listed: 29 Sep 2023,/address/auckland/auckland-central/7k-36-day-street/ODDDe,City Centre
"3/30 Felix Street, Onehunga",620.0,3,1,Listed: 28 Sep 2023,/address/auckland/onehunga/3-30-felix-street/8EOjwK,Onehunga
"4C/6 Whitaker Place, City Centre",525.0,1,1,Listed: 28 Sep 2023,/address/auckland/grafton/4c-6-whitaker-place/ooLyr,City Centre
"5J/113 Vincent Street, City Centre",400.0,1,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/5j-113-vincent-street/R0oex,City Centre
"12/37 Upland Road, Remuera",975.0,3,2,Listed: 28 Sep 2023,/address/auckland/remuera/12-37-upland-road/7aRnJv,Remuera
"58 Margot Street, Epsom",850.0,3,2,Listed: 28 Sep 2023,/address/auckland/epsom/58-margot-street/MLl7v,Epsom
"6 Griffin Avenue, Epsom",1500.0,4,2,Listed: 28 Sep 2023,/address/auckland/epsom/6-griffin-av/4E18l,Epsom
"41 McCullough Avenue, Three Kings",660.0,3,1,Listed: 28 Sep 2023,/address/auckland/mount-roskill/41-mccullough-avenue/xooPG,Three Kings
"115G Franklin Road, Freemans Bay",745.0,2,1,Listed: 28 Sep 2023,/address/auckland/freemans-bay/115g-franklin-road/8EnwZ,Freemans Bay
"L8/11 Union Street, City Centre",380.0,1,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/8-11-union-street/zDg48B,City Centre
"L4/11 Union Street, City Centre",500.0,2,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/4-11-union-street/0wLW19,City Centre
"5A Locke Avenue, Mount Roskill",730.0,3,1,Listed: 28 Sep 2023,/address/auckland/mount-roskill/5a-locke-avenue/wneD,Mount Roskill
"1/35 Celtic Crescent, Ellerslie",565.0,2,1,Listed: 28 Sep 2023,/address/auckland/ellerslie/1-35-celtic-crescent/Jbx4O,Ellerslie
"10A Cornwall Park Avenue, Epsom",1400.0,5,3,Listed: 28 Sep 2023,/address/auckland/epsom/10-cornwall-park-avenue/21DGeL,Epsom
"L11/85 Wakefield street, City Centre",480.0,1,2,Listed: 28 Sep 2023,/address/auckland/auckland-central/k-85-wakefield-street/MzR4e,City Centre
"602A/106 Vincent Street, City Centre",460.0,1,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/602a-106-vincent-street/rDv7QD,City Centre
"15A/8 Bankside Street, City Centre",480.0,1,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/15a-8-bankside-street/DleVr,City Centre
"1514/10 Waterloo Quadrant, City Centre",550.0,1,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/1514-10-waterloo-quadrant/0nXZn,City Centre
"APT 43 (Shed 20)/139 Quay Street (Princess Wharf), City Centre",550.0,1,1,Listed: 28 Sep 2023,/address/auckland-city/city-centre/apt-43--shed-20--139-quay-street--princess-wharf-/Dgw2Mn,City Centre
"30 Halesowen Avenue, Sandringham",1200.0,5,2,Listed: 28 Sep 2023,/address/auckland/sandringham/30-halesowen-avenue/BEKj5,Sandringham
"10/37 Upland Road, Remuera",975.0,3,2,Listed: 28 Sep 2023,/address/auckland/remuera/10-37-upland-road/OYZ1BR,Remuera
"9 Kotare Avenue, Westmere",700.0,2,1,Listed: 28 Sep 2023,/address/auckland/westmere/9-kotare-avenue/jrzJZj,Westmere
"11/220 Queen Street, City Centre",680.0,2,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/11-220-queen-street/0weYzN,City Centre
"12A/156 Vincent Street, City Centre",600.0,2,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/12a-156-vincent-street/jQKM,City Centre
"31I/16 Gore Street, City Centre",495.0,1,1,Listed: 28 Sep 2023,/address/auckland/auckland-central/31i-16-gore-street/0wDNG,City Centre
"4/37 Upland Road, Remuera",950.0,3,2,Listed: 27 Sep 2023,/address/auckland/remuera/4-37-upland-road/pLzyw5,Remuera
"44 Ivanhoe Road, Grey Lynn",750.0,3,2,Listed: 27 Sep 2023,/address/auckland/grey-lynn/44-ivanhoe-road/GEgA8,Grey Lynn
"111/1 Kimiora Street, Three Kings",720.0,2,2,Listed: 27 Sep 2023,/address/auckland/three-kings/111-1-kimiora-street/LvEpk,Three Kings
"23B Geneva Place, Blockhouse Bay",890.0,4,3,Listed: 27 Sep 2023,/address/auckland/blockhouse-bay/23-geneva-place/0weyQG,Blockhouse Bay
"514/53 Cook Street, City Centre",520.0,2,1,Listed: 27 Sep 2023,/address/auckland/auckland-central/514-53-cook-street/9Ln9,City Centre
"3 Warwick Avenue, Westmere",1325.0,3,2,Listed: 27 Sep 2023,/address/auckland/westmere/3-warwick-avenue/11Mry,Westmere
"11/37 Upland Road, Remuera",950.0,3,2,Listed: 27 Sep 2023,/address/auckland/remuera/11-37-upland-road/oG2RNg,Remuera
"137 Quay Street, City Centre",580.0,1,1,Listed: 27 Sep 2023,/address/auckland/auckland-central/137-quay-street/oJzj2,City Centre
"15 Mount Street, City Centre",400.0,1,1,Listed: 27 Sep 2023,/address/auckland/auckland-central/15-mount-street/krxZ7W,City Centre
"230 Mt Wellington Highway, Mount Wellington",750.0,4,1,Listed: 27 Sep 2023,/address/auckland/mount-wellington/230-mount-wellington-highway/R02W7,Mount Wellington
"2/46 School Road, Morningside",700.0,2,1,Listed: 27 Sep 2023,/address/auckland/morningside/2-46-school-road/WjyQq,Morningside
"L2/85 Wakefield Street, City Centre",450.0,1,2,Listed: 27 Sep 2023,/address/auckland/auckland-central/2-85-wakefield-street/0wBXAB,City Centre
"G4/19 Fleet Street, Eden Terrace",625.0,3,1,Listed: 27 Sep 2023,/address/auckland/eden-terrace/g4-19-fleet-street/p49V,Eden Terrace
"40 Epsom Avenue, Epsom",995.0,4,2,Listed: 27 Sep 2023,/address/auckland/epsom/40-epsom-av/Y1L8P,Epsom
"105/18 Chapman Street, Grey Lynn",715.0,2,1,Listed: 27 Sep 2023,/address/auckland/grey-lynn/105-18-chapman-street/7aAL1D,Grey Lynn
"13/37 Upland Road, Remuera",995.0,3,2,Listed: 27 Sep 2023,/address/auckland/remuera/13-37-upland-road/Y185qn,Remuera
"Turama Road, Royal Oak",700.0,3,1,Listed: 27 Sep 2023,/address/auckland-city/royal-oak/0-turama-road/eV20M2,Royal Oak
"Jamaica Place, Blockhouse Bay",580.0,3,1,Listed: 27 Sep 2023,/address/auckland-city/blockhouse-bay/0-jamaica-place/9Jway9,Blockhouse Bay
"16A Victoria Road, Devonport",680.0,2,1,Listed: 27 Sep 2023,/address/auckland/devonport/16-victoria-road/zDL90B,Devonport
"76 Ivanhoe Road, Grey Lynn",450.0,1,1,Listed: 27 Sep 2023,/address/auckland/grey-lynn/76-ivanhoe-road/PD7Jr,Grey Lynn
"31A Herd Road, Hillsborough",860.0,4,3,Listed: 27 Sep 2023,/address/auckland/hillsborough/31a-herd-road/7LqqV,Hillsborough
"7C Walford Road, Point Chevalier",1300.0,4,2,Listed: 27 Sep 2023,/address/auckland/point-chevalier/7-walford-road/Y18eyV,Point Chevalier
"1/12 Dinglebank Road, Mount Wellington",530.0,2,1,Listed: 26 Sep 2023,/address/auckland/mount-wellington/1-12-dinglebank-road/gJMoM,Mount Wellington
"10D/100 Greys Avenue, City Centre",750.0,1,2,Listed: 26 Sep 2023,/address/auckland/auckland-central/10d-100-greys-avenue/1NbNq,City Centre
"1129A New North Road, Mount Albert",895.0,3,3,Listed: 26 Sep 2023,/address/auckland/mount-albert/1129a-new-north-road/rGYvM,Mount Albert
"510/85 Airedale Street, City Centre",525.0,2,1,Listed: 26 Sep 2023,/address/auckland/auckland-central/510-85-airedale-street/XRRaj,City Centre
"31a Ruskin Street, Parnell",895.0,3,1,Listed: 26 Sep 2023,/address/auckland/parnell/31-ruskin-street/MzQlLY,Parnell
"Ponsonby, Auckland City",1785.0,3,2,Listed: 26 Sep 2023,/address/auckland-city/ponsonby/0/q0DYQa,Auckland City
"320/15-31 Wellesley Street, City Centre",529.0,1,1,Listed: 26 Sep 2023,/address/auckland/auckland-central/320-15-wellesley-street-west/OYJan1,City Centre
"5 Tenterden ave, Mount Eden",1050.0,4,2,Listed: 26 Sep 2023,/address/auckland/mount-eden/5-tenterden-avenue/5jx49R,Mount Eden
"66B Queenstown Road, Onehunga",525.0,2,1,Listed: 26 Sep 2023,/address/auckland/onehunga/66b-queenstown-road/Drwx0,Onehunga
"301/10 Waterloo Quadrant, City Centre",650.0,2,1,Listed: 26 Sep 2023,/address/auckland/auckland-central/301-10-waterloo-quadrant/y0aPE,City Centre
"79B Remuera Road, Remuera",820.0,3,3,Listed: 26 Sep 2023,/address/auckland/remuera/79-remuera-road/OYJ12X,Remuera
"156 Vincent Street, City Centre",410.0,1,1,Listed: 26 Sep 2023,/address/auckland/auckland-central/156-vincent-street/Y1zKqn,City Centre
